InventoryID,InventoryDate,Year,Month,PartID,PartName,PartCode,PartCategory,PartDescription,SupplierID,SupplierName,SupplierCity,SupplierCountry,SupplierRating,WarehouseID,WarehouseName,WarehouseLocation,WarehouseCity,QuantityOnHand,QuantityReserved,QuantityDamaged,AvailableQuantity,ReorderLevel,ReorderQuantity,LeadTimeDays,UnitCost,TotalCost,SupplierLeadTime,ReceiveDate,InvoiceNumber,InvoiceAmount,Status,ExpiryDate,StorageLocation,LastStockUpdate,Notes
INV00000170,16-03-2024,2024,5,PART000171,Part 171,PC948072,Raw Material,Essential component Part 171,SUP0051,Supplier 51,Bangalore,India,4.52,WH01,Warehouse 1,North,Bangalore,21284,4913,124,16247,3390,8078,9,211.37,3434128.39,33,01-02-2024,INV209380,17008.54,Available,16-03-2025,Rack-99,25-11-2024,"Stock level: 21284 units, Supplier rating: 4.52"
INV00000171,25-11-2024,2024,3,PART000172,Part 172,PC646702,Component,Essential component Part 172,SUP0052,Supplier 52,Pune,India,4.96,WH02,Warehouse 2,South,Pune,13459,8601,387,4471,2293,14268,20,39.02,174458.42,48,27-12-2024,INV494728,60318.49,Low Stock,21-11-2025,Rack-60,05-04-2024,"Stock level: 13459 units, Supplier rating: 4.96"
INV00000172,15-09-2024,2024,7,PART000173,Part 173,PC183928,Subassembly,Essential component Part 173,SUP0053,Supplier 53,Hyderabad,India,3.19,WH03,Warehouse 3,East,Hyderabad,26141,22944,316,2881,4173,15507,42,885.77,2551903.37,23,17-10-2024,INV705386,27959.84,Out of Stock,21-11-2025,Rack-22,08-03-2024,"Stock level: 26141 units, Supplier rating: 3.19"
INV00000173,24-04-2024,2024,4,PART000174,Part 174,PC442432,Tool,Essential component Part 174,SUP0054,Supplier 54,Chennai,India,2.13,WH04,Warehouse 4,West,Chennai,38706,10983,344,27379,620,5040,47,368.18,10080400.22,33,12-02-2024,INV113113,70431.41,Discontinued,22-05-2025,Rack-8,17-11-2024,"Stock level: 38706 units, Supplier rating: 2.13"
INV00000174,24-07-2024,2024,1,PART000175,Part 175,PC422049,Packaging,Essential component Part 175,SUP0055,Supplier 55,Kolkata,India,4.45,WH05,Warehouse 5,Central,Kolkata,11260,2523,485,8252,2947,18336,49,847.27,6991672.04,35,24-12-2024,INV711092,13099.52,On Order,22-05-2025,Rack-33,20-06-2024,"Stock level: 11260 units, Supplier rating: 4.45"
INV00000175,27-12-2024,2024,12,PART000176,Part 176,PC591641,Raw Material,Essential component Part 176,SUP0056,Supplier 56,Jaipur,India,4.37,WH06,Warehouse 6,North,Jaipur,13665,13657,474,-466,2926,9898,45,408.56,-190388.96,22,10-04-2024,INV578649,71361.9,Available,22-05-2025,Rack-76,13-03-2024,"Stock level: 13665 units, Supplier rating: 4.37"
INV00000176,28-08-2024,2024,1,PART000177,Part 177,PC565827,Component,Essential component Part 177,SUP0057,Supplier 57,Mumbai,India,3.14,WH07,Warehouse 7,South,Mumbai,6152,2545,122,3485,165,3498,34,572.4,1994814,36,13-12-2024,INV688365,62421.22,Low Stock,22-05-2025,Rack-36,12-07-2024,"Stock level: 6152 units, Supplier rating: 3.14"
INV00000177,17-10-2024,2024,4,PART000178,Part 178,PC759266,Subassembly,Essential component Part 178,SUP0058,Supplier 58,Delhi,India,2.03,WH08,Warehouse 8,East,Delhi,38342,22145,233,15964,3290,11914,57,345.9,5521947.6,51,06-03-2024,INV493247,41218.97,Out of Stock,22-05-2025,Rack-44,19-11-2024,"Stock level: 38342 units, Supplier rating: 2.03"
INV00000178,18-10-2024,2024,5,PART000179,Part 179,PC761726,Tool,Essential component Part 179,SUP0059,Supplier 59,Bangalore,India,4.89,WH09,Warehouse 9,West,Bangalore,34075,28176,174,5725,4520,19480,27,186.32,1066682,76,07-03-2024,INV532909,26913.27,Discontinued,11-03-2025,Rack-16,18-09-2024,"Stock level: 34075 units, Supplier rating: 4.89"
INV00000179,09-11-2024,2024,10,PART000180,Part 180,PC377457,Packaging,Essential component Part 180,SUP0060,Supplier 60,Pune,India,2.63,WH10,Warehouse 10,Central,Pune,2722,2162,224,336,1569,3057,40,405.76,136335.36,61,16-08-2024,INV278623,1851.4,On Order,11-03-2025,Rack-32,23-12-2024,"Stock level: 2722 units, Supplier rating: 2.63"
INV00000180,01-07-2024,2024,3,PART000181,Part 181,PC559406,Raw Material,Essential component Part 181,SUP0001,Supplier 1,Hyderabad,India,4.83,WH01,Warehouse 1,North,Hyderabad,43379,20009,331,23039,1248,17184,48,354.82,8174697.98,62,14-03-2024,INV652856,33296.44,Available,11-03-2025,Rack-78,13-03-2024,"Stock level: 43379 units, Supplier rating: 4.83"
INV00000181,05-10-2024,2024,9,PART000182,Part 182,PC869190,Component,Essential component Part 182,SUP0002,Supplier 2,Chennai,India,3.19,WH02,Warehouse 2,South,Chennai,463,337,497,-371,2959,17821,52,666.1,-247123.1,23,15-06-2024,INV951642,47752.25,Low Stock,09-04-2025,Rack-3,26-09-2024,"Stock level: 463 units, Supplier rating: 3.19"
INV00000182,21-01-2024,2024,10,PART000183,Part 183,PC401332,Subassembly,Essential component Part 183,SUP0003,Supplier 3,Kolkata,India,4.18,WH03,Warehouse 3,East,Kolkata,8480,5330,95,3055,614,18080,48,659.76,2015566.8,11,19-08-2024,INV925876,90765.8,Out of Stock,09-04-2025,Rack-34,01-05-2024,"Stock level: 8480 units, Supplier rating: 4.18"
INV00000183,03-06-2024,2024,4,PART000184,Part 184,PC406143,Tool,Essential component Part 184,SUP0004,Supplier 4,Jaipur,India,4.78,WH04,Warehouse 4,West,Jaipur,29780,9784,380,19616,3753,1083,50,479.8,9411756.8,36,11-10-2024,INV364990,90404.73,Discontinued,09-04-2025,Rack-35,28-03-2024,"Stock level: 29780 units, Supplier rating: 4.78"
INV00000184,11-11-2024,2024,3,PART000185,Part 185,PC746842,Packaging,Essential component Part 185,SUP0005,Supplier 5,Mumbai,India,4.52,WH05,Warehouse 5,Central,Mumbai,26049,13668,102,12279,3906,12185,51,653.6,8025554.4,90,07-12-2024,INV895888,95659.41,On Order,09-04-2025,Rack-12,07-11-2024,"Stock level: 26049 units, Supplier rating: 4.52"
INV00000185,21-06-2024,2024,1,PART000186,Part 186,PC476459,Raw Material,Essential component Part 186,SUP0006,Supplier 6,Delhi,India,2.05,WH06,Warehouse 6,North,Delhi,42162,4110,475,37577,637,17594,47,446.36,16772869.72,90,26-11-2024,INV846215,59374.11,Available,09-04-2025,Rack-55,15-10-2024,"Stock level: 42162 units, Supplier rating: 2.05"
INV00000186,27-12-2024,2024,6,PART000187,Part 187,PC800804,Component,Essential component Part 187,SUP0007,Supplier 7,Bangalore,India,4.13,WH07,Warehouse 7,South,Bangalore,12932,12081,275,576,3970,18137,15,661.71,381144.96,89,21-01-2024,INV481450,64893.7,Low Stock,09-04-2025,Rack-70,22-11-2024,"Stock level: 12932 units, Supplier rating: 4.13"
INV00000187,21-07-2024,2024,8,PART000188,Part 188,PC483868,Subassembly,Essential component Part 188,SUP0008,Supplier 8,Pune,India,2.42,WH08,Warehouse 8,East,Pune,6495,3803,84,2608,1649,1807,52,744.66,1942073.28,25,10-12-2024,INV237701,34449.29,Out of Stock,27-08-2025,Rack-24,23-06-2024,"Stock level: 6495 units, Supplier rating: 2.42"
INV00000188,10-03-2024,2024,8,PART000189,Part 189,PC485721,Tool,Essential component Part 189,SUP0009,Supplier 9,Hyderabad,India,4.5,WH09,Warehouse 9,West,Hyderabad,40303,24496,137,15670,2342,14971,13,311.2,4876504,75,22-07-2024,INV447077,58631.74,Discontinued,27-08-2025,Rack-28,15-09-2024,"Stock level: 40303 units, Supplier rating: 4.5"
INV00000189,21-05-2024,2024,5,PART000190,Part 190,PC233810,Packaging,Essential component Part 190,SUP0010,Supplier 10,Chennai,India,3.02,WH10,Warehouse 10,Central,Chennai,15323,14097,284,942,1070,13298,40,632.57,595880.94,56,06-12-2024,INV124362,98723.86,On Order,27-08-2025,Rack-87,23-01-2024,"Stock level: 15323 units, Supplier rating: 3.02"
INV00000190,08-02-2024,2024,9,PART000191,Part 191,PC822160,Raw Material,Essential component Part 191,SUP0011,Supplier 11,Kolkata,India,3.06,WH01,Warehouse 1,North,Kolkata,35706,25229,254,10223,3347,14195,42,214.58,2193651.34,82,03-10-2024,INV121657,27390.88,Available,27-08-2025,Rack-22,14-01-2024,"Stock level: 35706 units, Supplier rating: 3.06"
INV00000191,19-03-2024,2024,8,PART000192,Part 192,PC264180,Component,Essential component Part 192,SUP0012,Supplier 12,Jaipur,India,3.26,WH02,Warehouse 2,South,Jaipur,12291,6562,276,5453,4233,4829,40,969.24,5285265.72,82,07-05-2024,INV711617,62216.81,Low Stock,27-08-2025,Rack-46,24-08-2024,"Stock level: 12291 units, Supplier rating: 3.26"
INV00000192,08-06-2024,2024,9,PART000193,Part 193,PC570366,Subassembly,Essential component Part 193,SUP0013,Supplier 13,Mumbai,India,2.58,WH03,Warehouse 3,East,Mumbai,10779,7205,241,3333,366,7956,35,345.06,1150084.98,10,07-10-2024,INV884950,91355.43,Out of Stock,27-08-2025,Rack-69,24-07-2024,"Stock level: 10779 units, Supplier rating: 2.58"
INV00000193,13-12-2024,2024,1,PART000194,Part 194,PC982334,Tool,Essential component Part 194,SUP0014,Supplier 14,Delhi,India,2.97,WH04,Warehouse 4,West,Delhi,34028,13801,275,19952,4981,3225,56,743.15,14827328.8,80,01-10-2024,INV166083,41298.66,Discontinued,27-08-2025,Rack-56,24-12-2024,"Stock level: 34028 units, Supplier rating: 2.97"
INV00000194,07-06-2024,2024,3,PART000195,Part 195,PC701749,Packaging,Essential component Part 195,SUP0015,Supplier 15,Bangalore,India,4.84,WH05,Warehouse 5,Central,Bangalore,1824,389,418,1017,1436,13376,38,375.95,382341.15,51,19-08-2024,INV994922,90404.67,On Order,19-11-2025,Rack-68,19-05-2024,"Stock level: 1824 units, Supplier rating: 4.84"
INV00000195,25-02-2024,2024,10,PART000196,Part 196,PC110255,Raw Material,Essential component Part 196,SUP0016,Supplier 16,Pune,India,2.38,WH06,Warehouse 6,North,Pune,2601,948,258,1395,2714,11939,7,821.88,1146522.6,79,11-10-2024,INV964751,55757.29,Available,09-08-2025,Rack-22,22-01-2024,"Stock level: 2601 units, Supplier rating: 2.38"
INV00000196,18-06-2024,2024,5,PART000197,Part 197,PC556915,Component,Essential component Part 197,SUP0017,Supplier 17,Hyderabad,India,2.83,WH07,Warehouse 7,South,Hyderabad,20725,12817,58,7850,4157,12121,11,867.03,6806185.5,8,03-06-2024,INV258324,65901.15,Low Stock,18-06-2025,Rack-99,19-06-2024,"Stock level: 20725 units, Supplier rating: 2.83"
INV00000197,12-11-2024,2024,4,PART000198,Part 198,PC902602,Subassembly,Essential component Part 198,SUP0018,Supplier 18,Chennai,India,3.45,WH08,Warehouse 8,East,Chennai,9312,6569,393,2350,3297,10624,40,282.08,662888,48,13-01-2024,INV886519,19086.03,Out of Stock,18-06-2025,Rack-61,12-03-2024,"Stock level: 9312 units, Supplier rating: 3.45"
INV00000198,16-07-2024,2024,2,PART000199,Part 199,PC130266,Tool,Essential component Part 199,SUP0019,Supplier 19,Kolkata,India,4.13,WH09,Warehouse 9,West,Kolkata,22403,5905,211,16287,928,15130,47,469.18,7641534.66,44,13-04-2024,INV612697,22539.59,Discontinued,18-06-2025,Rack-99,15-05-2024,"Stock level: 22403 units, Supplier rating: 4.13"
INV00000199,04-01-2024,2024,4,PART000200,Part 200,PC886940,Packaging,Essential component Part 200,SUP0020,Supplier 20,Jaipur,India,3.2,WH10,Warehouse 10,Central,Jaipur,14270,11880,122,2268,684,8782,47,148.74,337342.32,20,02-02-2024,INV200522,19766.88,On Order,18-06-2025,Rack-47,05-10-2024,"Stock level: 14270 units, Supplier rating: 3.2"
INV00000200,16-11-2024,2024,3,PART000201,Part 201,PC519918,Raw Material,Essential component Part 201,SUP0021,Supplier 21,Mumbai,India,2.14,WH01,Warehouse 1,North,Mumbai,5619,4316,460,843,2494,5472,54,212.57,179196.51,67,19-10-2024,INV265757,79898.21,Available,18-06-2025,Rack-50,12-01-2024,"Stock level: 5619 units, Supplier rating: 2.14"
INV00000201,26-01-2024,2024,2,PART000202,Part 202,PC257209,Component,Essential component Part 202,SUP0022,Supplier 22,Delhi,India,3.86,WH02,Warehouse 2,South,Delhi,18921,14231,232,4458,3689,2909,52,294.73,1313906.34,60,09-02-2024,INV654357,59945.21,Low Stock,18-06-2025,Rack-37,05-11-2024,"Stock level: 18921 units, Supplier rating: 3.86"
INV00000202,04-11-2024,2024,1,PART000203,Part 203,PC420545,Subassembly,Essential component Part 203,SUP0023,Supplier 23,Bangalore,India,3.95,WH03,Warehouse 3,East,Bangalore,8387,3282,475,4630,603,2621,40,375.68,1739398.4,72,23-12-2024,INV676609,34013.86,Out of Stock,18-06-2025,Rack-37,04-04-2024,"Stock level: 8387 units, Supplier rating: 3.95"
INV00000203,10-10-2024,2024,11,PART000204,Part 204,PC926102,Tool,Essential component Part 204,SUP0024,Supplier 24,Pune,India,4.29,WH04,Warehouse 4,West,Pune,22718,1853,33,20832,2748,8965,32,853.09,17771570.88,6,21-05-2024,INV425632,35979.66,Discontinued,18-06-2025,Rack-32,18-09-2024,"Stock level: 22718 units, Supplier rating: 4.29"
INV00000204,19-08-2024,2024,2,PART000205,Part 205,PC218373,Packaging,Essential component Part 205,SUP0025,Supplier 25,Hyderabad,India,4.17,WH05,Warehouse 5,Central,Hyderabad,31844,5984,331,25529,620,12165,5,660.48,16861393.92,44,02-03-2024,INV771836,40157.04,On Order,22-03-2025,Rack-47,05-03-2024,"Stock level: 31844 units, Supplier rating: 4.17"
INV00000205,22-09-2024,2024,12,PART000206,Part 206,PC758646,Raw Material,Essential component Part 206,SUP0026,Supplier 26,Chennai,India,2.58,WH06,Warehouse 6,North,Chennai,8595,4304,17,4274,1174,19055,33,552.64,2361983.36,62,03-03-2024,INV301669,63790.32,Available,22-03-2025,Rack-77,11-12-2024,"Stock level: 8595 units, Supplier rating: 2.58"
INV00000206,17-04-2024,2024,2,PART000207,Part 207,PC265555,Component,Essential component Part 207,SUP0027,Supplier 27,Kolkata,India,2.84,WH07,Warehouse 7,South,Kolkata,47765,5527,367,41871,4786,4320,53,594.48,24891472.08,60,21-09-2024,INV746962,59582.74,Low Stock,22-03-2025,Rack-96,19-03-2024,"Stock level: 47765 units, Supplier rating: 2.84"
INV00000207,16-06-2024,2024,10,PART000208,Part 208,PC121943,Subassembly,Essential component Part 208,SUP0028,Supplier 28,Jaipur,India,4.44,WH08,Warehouse 8,East,Jaipur,13571,9619,246,3706,3184,12554,23,921.78,3416116.68,50,27-01-2024,INV826739,55575.71,Out of Stock,22-12-2025,Rack-39,26-09-2024,"Stock level: 13571 units, Supplier rating: 4.44"
INV00000208,04-05-2024,2024,1,PART000209,Part 209,PC588722,Tool,Essential component Part 209,SUP0029,Supplier 29,Mumbai,India,3.33,WH09,Warehouse 9,West,Mumbai,30195,25790,100,4305,1698,1794,18,448.79,1932040.95,88,21-02-2024,INV576449,30220.13,Discontinued,22-12-2025,Rack-74,04-12-2024,"Stock level: 30195 units, Supplier rating: 3.33"
INV00000209,14-04-2024,2024,10,PART000210,Part 210,PC874029,Packaging,Essential component Part 210,SUP0030,Supplier 30,Delhi,India,3.38,WH10,Warehouse 10,Central,Delhi,8809,710,364,7735,1395,18546,54,768.16,5941717.6,23,05-09-2024,INV607643,15707.03,On Order,04-12-2025,Rack-100,22-07-2024,"Stock level: 8809 units, Supplier rating: 3.38"
INV00000210,18-09-2024,2024,9,PART000211,Part 211,PC949624,Raw Material,Essential component Part 211,SUP0031,Supplier 31,Bangalore,India,3.86,WH01,Warehouse 1,North,Bangalore,13389,4999,105,8285,447,15916,21,789.86,6543990.1,85,12-09-2024,INV347921,71929.69,Available,04-12-2025,Rack-39,08-08-2024,"Stock level: 13389 units, Supplier rating: 3.86"
INV00000211,08-12-2024,2024,1,PART000212,Part 212,PC900671,Component,Essential component Part 212,SUP0032,Supplier 32,Pune,India,2.75,WH02,Warehouse 2,South,Pune,277,87,295,-105,2025,18519,51,593.97,-62366.85,11,19-04-2024,INV963990,82094.4,Low Stock,08-04-2025,Rack-16,10-04-2024,"Stock level: 277 units, Supplier rating: 2.75"
INV00000212,22-07-2024,2024,10,PART000213,Part 213,PC310073,Subassembly,Essential component Part 213,SUP0033,Supplier 33,Hyderabad,India,2.66,WH03,Warehouse 3,East,Hyderabad,7688,873,369,6446,4688,2445,59,161.83,1043156.18,66,23-09-2024,INV862369,32607.23,Out of Stock,08-04-2025,Rack-24,24-11-2024,"Stock level: 7688 units, Supplier rating: 2.66"
INV00000213,21-11-2024,2024,8,PART000214,Part 214,PC607218,Tool,Essential component Part 214,SUP0034,Supplier 34,Chennai,India,3.4,WH04,Warehouse 4,West,Chennai,3976,3071,124,781,3122,995,25,640.48,500214.88,80,27-09-2024,INV794532,52635.27,Discontinued,08-04-2025,Rack-70,11-10-2024,"Stock level: 3976 units, Supplier rating: 3.4"
INV00000214,16-02-2024,2024,4,PART000215,Part 215,PC974788,Packaging,Essential component Part 215,SUP0035,Supplier 35,Kolkata,India,4.45,WH05,Warehouse 5,Central,Kolkata,18894,14370,226,4298,3189,8133,15,892.03,3833944.94,87,04-02-2024,INV219908,63182.41,On Order,08-04-2025,Rack-97,22-08-2024,"Stock level: 18894 units, Supplier rating: 4.45"
INV00000215,16-02-2024,2024,10,PART000216,Part 216,PC285439,Raw Material,Essential component Part 216,SUP0036,Supplier 36,Jaipur,India,3.05,WH06,Warehouse 6,North,Jaipur,28071,1772,459,25840,1503,1921,11,799.12,20649260.8,19,19-07-2024,INV906483,20327.28,Available,08-04-2025,Rack-42,26-04-2024,"Stock level: 28071 units, Supplier rating: 3.05"
INV00000216,28-12-2024,2024,11,PART000217,Part 217,PC601944,Component,Essential component Part 217,SUP0037,Supplier 37,Mumbai,India,2.44,WH07,Warehouse 7,South,Mumbai,20999,5268,454,15277,3753,1773,35,137.88,2106392.76,42,06-06-2024,INV795004,27195.03,Low Stock,11-05-2025,Rack-84,04-07-2024,"Stock level: 20999 units, Supplier rating: 2.44"
INV00000217,23-06-2024,2024,10,PART000218,Part 218,PC453906,Subassembly,Essential component Part 218,SUP0038,Supplier 38,Delhi,India,2.36,WH08,Warehouse 8,East,Delhi,5334,1495,320,3519,4900,3957,43,310.41,1092332.79,84,18-07-2024,INV339400,75474.89,Out of Stock,11-05-2025,Rack-70,01-07-2024,"Stock level: 5334 units, Supplier rating: 2.36"
INV00000218,13-10-2024,2024,10,PART000219,Part 219,PC274167,Tool,Essential component Part 219,SUP0039,Supplier 39,Bangalore,India,2.1,WH09,Warehouse 9,West,Bangalore,8215,6912,268,1035,3242,10470,46,925.48,957871.8,13,20-04-2024,INV260260,12626.19,Discontinued,11-05-2025,Rack-96,06-05-2024,"Stock level: 8215 units, Supplier rating: 2.1"
INV00000219,13-06-2024,2024,10,PART000220,Part 220,PC530969,Packaging,Essential component Part 220,SUP0040,Supplier 40,Pune,India,2.07,WH10,Warehouse 10,Central,Pune,18662,16974,92,1596,836,15426,36,557.03,889019.88,59,10-09-2024,INV934080,84233.85,On Order,11-05-2025,Rack-68,25-07-2024,"Stock level: 18662 units, Supplier rating: 2.07"
INV00000220,21-08-2024,2024,12,PART000221,Part 221,PC168998,Raw Material,Essential component Part 221,SUP0041,Supplier 41,Hyderabad,India,4.73,WH01,Warehouse 1,North,Hyderabad,15977,4290,138,11549,1691,17473,26,99.66,1150973.34,84,21-06-2024,INV383797,69291.86,Available,11-05-2025,Rack-41,07-08-2024,"Stock level: 15977 units, Supplier rating: 4.73"
INV00000221,22-06-2024,2024,5,PART000222,Part 222,PC343614,Component,Essential component Part 222,SUP0042,Supplier 42,Chennai,India,4.36,WH02,Warehouse 2,South,Chennai,10477,3611,80,6786,472,5440,48,217.08,1473104.88,57,18-08-2024,INV230512,45052.56,Low Stock,11-05-2025,Rack-79,10-09-2024,"Stock level: 10477 units, Supplier rating: 4.36"
INV00000222,23-07-2024,2024,4,PART000223,Part 223,PC574458,Subassembly,Essential component Part 223,SUP0043,Supplier 43,Kolkata,India,4.19,WH03,Warehouse 3,East,Kolkata,31220,6206,144,24870,4293,4946,20,216.82,5392313.4,66,18-04-2024,INV953308,44341.53,Out of Stock,17-10-2025,Rack-23,19-10-2024,"Stock level: 31220 units, Supplier rating: 4.19"
INV00000223,12-04-2024,2024,3,PART000224,Part 224,PC476764,Tool,Essential component Part 224,SUP0044,Supplier 44,Jaipur,India,3.87,WH04,Warehouse 4,West,Jaipur,33898,31033,217,2648,2164,3265,16,665.53,1762323.44,32,26-11-2024,INV155020,80827.91,Discontinued,23-12-2025,Rack-56,21-07-2024,"Stock level: 33898 units, Supplier rating: 3.87"
INV00000224,25-09-2024,2024,9,PART000225,Part 225,PC699442,Packaging,Essential component Part 225,SUP0045,Supplier 45,Mumbai,India,3.56,WH05,Warehouse 5,Central,Mumbai,31760,28275,45,3440,1553,1991,45,256.1,880984,18,05-08-2024,INV949467,3009.85,On Order,23-12-2025,Rack-40,25-04-2024,"Stock level: 31760 units, Supplier rating: 3.56"
INV00000225,19-01-2024,2024,6,PART000226,Part 226,PC117435,Raw Material,Essential component Part 226,SUP0046,Supplier 46,Delhi,India,4.58,WH06,Warehouse 6,North,Delhi,41325,15373,87,25865,190,11638,9,262.8,6797322,24,09-12-2024,INV919629,17195.74,Available,23-12-2025,Rack-9,06-02-2024,"Stock level: 41325 units, Supplier rating: 4.58"
INV00000226,07-08-2024,2024,8,PART000227,Part 227,PC174918,Component,Essential component Part 227,SUP0047,Supplier 47,Bangalore,India,4.93,WH07,Warehouse 7,South,Bangalore,4334,2346,453,1535,487,16849,37,837.89,1286161.15,68,06-03-2024,INV350776,66857.5,Low Stock,23-12-2025,Rack-13,03-03-2024,"Stock level: 4334 units, Supplier rating: 4.93"
INV00000227,05-06-2024,2024,11,PART000228,Part 228,PC282011,Subassembly,Essential component Part 228,SUP0048,Supplier 48,Pune,India,3.72,WH08,Warehouse 8,East,Pune,46101,24551,436,21114,3426,10035,29,165.79,3500490.06,76,27-11-2024,INV167927,81855.92,Out of Stock,23-12-2025,Rack-18,05-01-2024,"Stock level: 46101 units, Supplier rating: 3.72"
INV00000228,02-09-2024,2024,1,PART000229,Part 229,PC827609,Tool,Essential component Part 229,SUP0049,Supplier 49,Hyderabad,India,2.78,WH09,Warehouse 9,West,Hyderabad,42371,8176,113,34082,929,3434,14,591.27,20151664.14,48,24-09-2024,INV408422,94862.83,Discontinued,23-12-2025,Rack-20,10-07-2024,"Stock level: 42371 units, Supplier rating: 2.78"
INV00000229,18-10-2024,2024,12,PART000230,Part 230,PC132234,Packaging,Essential component Part 230,SUP0050,Supplier 50,Chennai,India,2.7,WH10,Warehouse 10,Central,Chennai,1340,547,486,307,1805,18256,32,289.36,88833.52,30,04-02-2024,INV787576,11430.69,On Order,23-12-2025,Rack-57,18-10-2024,"Stock level: 1340 units, Supplier rating: 2.7"
INV00000230,15-07-2024,2024,8,PART000231,Part 231,PC435086,Raw Material,Essential component Part 231,SUP0051,Supplier 51,Kolkata,India,2.96,WH01,Warehouse 1,North,Kolkata,13714,11178,194,2342,348,11564,44,697.96,1634622.32,54,21-01-2024,INV943004,16415.75,Available,02-09-2025,Rack-25,13-04-2024,"Stock level: 13714 units, Supplier rating: 2.96"
INV00000231,01-10-2024,2024,7,PART000232,Part 232,PC969351,Component,Essential component Part 232,SUP0052,Supplier 52,Jaipur,India,3.63,WH02,Warehouse 2,South,Jaipur,40040,21681,22,18337,4848,5739,48,60.03,1100770.11,38,21-02-2024,INV967003,22715.61,Low Stock,02-09-2025,Rack-91,17-04-2024,"Stock level: 40040 units, Supplier rating: 3.63"
INV00000232,13-05-2024,2024,4,PART000233,Part 233,PC374459,Subassembly,Essential component Part 233,SUP0053,Supplier 53,Mumbai,India,2.4,WH03,Warehouse 3,East,Mumbai,31870,2525,97,29248,1598,1405,19,228.16,6673223.68,69,19-04-2024,INV899035,86182.75,Out of Stock,07-10-2025,Rack-67,16-12-2024,"Stock level: 31870 units, Supplier rating: 2.4"
INV00000233,28-03-2024,2024,10,PART000234,Part 234,PC730107,Tool,Essential component Part 234,SUP0054,Supplier 54,Delhi,India,3.22,WH04,Warehouse 4,West,Delhi,41534,567,364,40603,531,12553,35,900.88,36578430.64,39,06-12-2024,INV942168,66965.38,Discontinued,07-10-2025,Rack-82,23-12-2024,"Stock level: 41534 units, Supplier rating: 3.22"
INV00000234,24-06-2024,2024,8,PART000235,Part 235,PC867006,Packaging,Essential component Part 235,SUP0055,Supplier 55,Bangalore,India,3.33,WH05,Warehouse 5,Central,Bangalore,47130,45388,168,1574,3550,2395,20,942.61,1483668.14,78,06-11-2024,INV609953,92634.58,On Order,07-10-2025,Rack-85,12-10-2024,"Stock level: 47130 units, Supplier rating: 3.33"
INV00000235,14-03-2024,2024,6,PART000236,Part 236,PC233849,Raw Material,Essential component Part 236,SUP0056,Supplier 56,Pune,India,4.94,WH06,Warehouse 6,North,Pune,5064,4187,228,649,223,11757,38,329.66,213949.34,39,02-06-2024,INV776840,60684.3,Available,07-10-2025,Rack-32,18-01-2024,"Stock level: 5064 units, Supplier rating: 4.94"
INV00000236,23-09-2024,2024,6,PART000237,Part 237,PC195037,Component,Essential component Part 237,SUP0057,Supplier 57,Hyderabad,India,2.06,WH07,Warehouse 7,South,Hyderabad,49122,36170,132,12820,3845,13662,53,378.47,4851985.4,64,17-08-2024,INV507571,36416.25,Low Stock,07-10-2025,Rack-64,14-07-2024,"Stock level: 49122 units, Supplier rating: 2.06"
INV00000237,09-10-2024,2024,12,PART000238,Part 238,PC870532,Subassembly,Essential component Part 238,SUP0058,Supplier 58,Chennai,India,3.5,WH08,Warehouse 8,East,Chennai,41440,15451,337,25652,3576,19015,40,811.08,20805824.16,27,21-03-2024,INV487536,64058.78,Out of Stock,07-10-2025,Rack-3,03-09-2024,"Stock level: 41440 units, Supplier rating: 3.5"
INV00000238,22-02-2024,2024,6,PART000239,Part 239,PC913507,Tool,Essential component Part 239,SUP0059,Supplier 59,Kolkata,India,2.53,WH09,Warehouse 9,West,Kolkata,20200,12468,459,7273,2682,9196,34,133.61,971745.53,66,13-09-2024,INV794170,70718.65,Discontinued,18-09-2025,Rack-75,14-12-2024,"Stock level: 20200 units, Supplier rating: 2.53"
INV00000239,18-02-2024,2024,3,PART000240,Part 240,PC594526,Packaging,Essential component Part 240,SUP0060,Supplier 60,Jaipur,India,3.13,WH10,Warehouse 10,Central,Jaipur,20249,16528,217,3504,2679,8563,49,503.84,1765455.36,52,28-04-2024,INV234267,27896,On Order,18-09-2025,Rack-58,19-10-2024,"Stock level: 20249 units, Supplier rating: 3.13"
INV00000240,14-05-2024,2024,1,PART000241,Part 241,PC865571,Raw Material,Essential component Part 241,SUP0001,Supplier 1,Mumbai,India,3.82,WH01,Warehouse 1,North,Mumbai,28420,16273,28,12119,1919,6837,5,133.98,1623703.62,25,07-09-2024,INV144116,90431.57,Available,18-09-2025,Rack-20,09-03-2024,"Stock level: 28420 units, Supplier rating: 3.82"
INV00000241,05-12-2024,2024,6,PART000242,Part 242,PC148069,Component,Essential component Part 242,SUP0002,Supplier 2,Delhi,India,4.6,WH02,Warehouse 2,South,Delhi,29450,25884,249,3317,2109,12763,49,545.26,1808627.42,43,28-02-2024,INV967112,98301.3,Low Stock,18-09-2025,Rack-73,17-05-2024,"Stock level: 29450 units, Supplier rating: 4.6"
